id,Model,Display name,Hugging Face developer id,Version release date,Notes,Link,Aider’s polyglot benchmark,OS World (Screenshot),LiveBench,Balrog,The Agent Company,AidanBench,WeirdML V1,WebDevArena,SimpleBench,Factorio Learning Environment,HCAST,RE-Bench,MCBench,VendingBench,METR horizon lengths,Cybench,Lech Mazur Writing,TEMPLATE,GeoBench,Fiction.LiveBench,CadEval,VPCT,HellaSwag,OpenBookQA,WinoGrande,MMLU,BBH,TriviaQA,autoadvexbench,Terminal Bench,BrowseComp,OSUniverse,VideoMME,GSO-Bench,GSM8K,CommonSenseQA 2,SuperGlue,LAMBADA,BoolQ,PIQA,ARC AGI,Adversarial NLI,ScienceQA,DeepResearch Bench,WeirdML V2,ARC AI2,EnigmaEval,VISTA,ToolComp,Has external benchmark result on hub (WIP),TEMPLATE copy
PaLM 2-S,,,,2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,reclJ23a6dlbZmII4,"recBqXIB4reE9vndJ,recGMiq3GPLHIV4OI",recuJFdgWw2tZaQoH,,,rec1H51pEEne0IdGs,,,,,,,,,,,recxf15f7V0ann295,,,,,,,"recekhdpsUQa4s2Hm,rec6sY7Z0wdEAbFCL",,,,0,
PaLM 2-M,,,,2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,rec1xIDMlT4yARh9N,recBNf9DNfr8q6ppe,recFe6bxFdt4wLRkZ,,,reczS1Jlz0DzFtnq1,,,,,,,,,,,rec8eL2GH4EnQBBS6,,,,,,,"recuxZiJTrnM847mA,recr4wf65U2XCfXQt",,,,0,
PaLM 2-L,,,,2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,recPWo0FVBOyy6UQL,,rec0Dj1umKnw4t9yi,,,rec2eB4hK2TZtrSFg,,,,,,,,,,,recEIFrHcE6dr8nui,,,,,,,"recWEx4BOQTar2SBJ,recojP6HTbGGTVbzk",,,,0,
Gopher (280B),Gopher (280B),,,2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,,"rec1fTXYPgL0mRzBe,recwxUQUprmMr9I8j",,"recCO5IfFJGtcuttU,recMniA3bIw2cxmTk,recDkEgLhPRjy4v8h,recsLsEiFg3I9Ntcq,recsE9YoNgrdm5sJC","recNkiYry1lAvuSwK,rec5n8Sdwq7WFYI2x",,"recTPeBzo4moFIytC,rec7K8WKjBBVw4Nsp,recHEkMoe2cRJB06H,recYzKbqStsGq5bEP,recEiFOxxUkVpTMNz",,,,,,,,,,"rec6TGPjtqdj0scyj,recnJL8PNsKurWZQJ,reci74pJGLLVqHXJt","recuZQPvxb8IaEpqF,rech2f4n7o3GTNuiE,recqIqa15nYxZ9gnF","recMGhvVkVNFWIxCR,recHKitk77SUFNClZ,rec9o0a54dAKBr38y,rec5VmQW9uyUN1SdY",,,,,,,,,,0,
Chinchilla (70B),Chinchilla,,,2022-03-29,"Unreleased, stand-in necessary for benchmarking",https://arxiv.org/abs/2203.15556,,,,,,,,,,,,,,,,,,,,,,,,,"recZr3ktMwbyI4XeS,recGnjvDzN0ewjxiG",recblkzYf2HuW8IIY,,"recFzzrC4aa3N4f2U,recOh6y9PPVkfB63f,recwZkD2OfndyATZ9",,,,,,,,,,recs8hCOMtPRefESy,"recMWwNiBWKAOg6kJ,recd1SuMlPypqXymS,recEThKkmruDgpAbW","recpuR9za4WmoSvTQ,recqTziBWCcXeSuRY",,,,,,,,,,0,
Qwen2.5-72B,Qwen2.5-72B,,,2024-09-19,,https://huggingface.co/Qwen/Qwen2.5-72B,,,,,,,,,,,,,,,,,,,,,,,recwpbI0o0B1hbdpF,,recFEIHaal9FCmhYN,rec1e9rTGH12ziqp2,"rec6UJmvJKZ0mSkf7,recHEqDIkyl72Zpiw",rec53JZuaKLqzEwju,,,,,,,,,,,,recjoWxRpfZ7AQ7yl,,,,,,rec0eZFhwFqf505ep,,,,0,
claude-3-7-sonnet-20250219_12K,Claude 3.7 Sonnet,Claude 3.7 Sonnet (12k thinking),,2025-02-24,,,,,,,,,,,reckxfqYaBADs0cCf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
grok-3,Grok 3,,,2025-04-09,,,,,,,,,,,recoLH9cFM9CmL37j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec6qqzTzHa8ARTi6,,,,recSE9wLRGC5yRt2x,,,,,1,
gemini-2.5-flash-preview-05-20_23K,Gemini 2.5 Flash,,,2025-05-20,,,recuekZA2IXFF4GQE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
chutes/Qwen3-14B,Qwen3-14B,,,2025-04-28,,https://chutes.ai/app/chute/d0cbdf3d-050a-5432-97d2-ea99277d7934,,,,,,,,,,,,,,,,,,,,recJLgaaiGTrWKirU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,recrlRxfPTKkEobXy
chutes/Qwen3-8B,Qwen3-8B,,,2025-04-28,,https://chutes.ai/app/chute/aa9579f7-ac87-53d3-b23c-4fa97a64574d,,,,,,,,,,,,,,,,,,,,recdF42z48NmHTket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
chutes/Qwen3-32B,Qwen3-32B,,,2025-04-28,,https://chutes.ai/app/chute/0d7184a2-32a3-53e0-9607-058c37edaab5,,,,,,,,,,,,,,,,,,,,receipowVANYg7YFs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
chutes/Gemma-3-27b-It,Gemma 3 27B,,,2025-03-11,,https://chutes.ai/app/chute/16f41e4f-f2ca-5580-a0a6-46727ae4c212,,,,,,,,,,,,,,,,,,,,recb1Jpc7rg69RJ8J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
chutes/Qwen3-235B-A22B,Qwen3-235B-A22B,,,2025-04-28,,https://chutes.ai/app/chute/46533f4b-b572-52e6-8a84-1615fcdcd12c,,,,,,,,,,,,,,,,,,,,recoIIiesuWNL0YuA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
chutes/QwQ-32B,QwQ-32B,,,2025-03-05,,https://chutes.ai/app/chute/2291db94-1463-5bb3-af2b-72c8d254ee9c,,,,,,,,,,,,,,,,,,,,recYPJYWmiHBvukeZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
chutes/DeepSeek-R1-0528,DeepSeek-R1,DeepSeek-R1 (May 2025),,2025-05-28,,https://chutes.ai/app/chute/14a91d88-d6d6-5046-aaf4-eb3ad96b7247,,,,,,,,,,,,,,,,,,,,recHdjikTGmlIcWPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
chutes/DeepSeek-V3-0324,DeepSeek-V3,DeepSeek-V3 (Mar 2025),,2025-03-24,,https://chutes.ai/app/chute/154ad01c-a431-5744-83c8-651215124360?tab=stats,,,,,,,,,,,,,,,,,,,,recriNL78l2EzcIFq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
chutes/Qwen3-30B-A3B,Qwen3-30B-A3B,,,2025-04-28,,https://chutes.ai/app/chute/96b5aab1-6a45-578b-8897-6f927b3aa87f,,,,,,,,,,,,,,,,,,,,reclcaumUGJPX5AjA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
chutes/Llama-4-Maverick-17B-128E-Instruct,Llama 4 Maverick,,,2025-04-06,,https://chutes.ai/app/chute/f85b3111-daca-565a-a0f0-2d222abc0e16,,,,,,,,,,,,,,,,,,,,recewrJmZKExZcwdW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
chutes/Llama-4-Scout-17B-16E Instruct,Llama 4 Scout,,,2025-04-06,,https://chutes.ai/app/chute/aaa8ef8d-e681-5c50-9bef-5cfaf33fd164?tab=stats,,,,,,,,,,,,,,,,,,,,recP9MDNJ4QeSksRm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
qwen3-235b-a22b,Qwen3-235B-A22B,,,2025-04-29,,,recYl75ePKBbrvSdI,,,,,,recFYQqZhHVHmK3tP,reco07u0phmlUKOm4,recZifiu78SQWQAFX,,,,,,,,recSkbMHfjidM77vp,,,,,,,,,,,,,reci9iwpZzPhCpaQl,,,,,,,,,,,,,,,,,,,,1,
computer-use-preview-2025-03-11,,,,2025-03-11,,https://platform.openai.com/docs/models/computer-use-preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recbTcR0VcO22PhxR,,,,,,,,,,,,,,,,,,0,
gemini-2.5-pro-preview-06-05,Gemini 2.5 Pro,Gemini 2.5 Pro Preview (Jun 2025),,2025-06-05,,,rectI2Vulkqa1ab26,,,,,,,,recViPEOMOrSB6VKK,,,,,,recxHthxDmMulkuth,,,,,rec6WM2ba5tKuRU73,,rec52Pw8uNshiCO40,,,,,,,,,,,,,,,,,,,,,,recXizbzd3b0y22vq,,,recmF6fAx9oPbClhm,recv4lhrSp9uJvPrb,,1,
magistral-medium-2506,Magistral Medium 1.1,,,2025-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
magistral-small-2506,Magistral Small 1.1,,,2025-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,recGkOV93ZXkjjJe2
Llama-3.1-405B,Llama 3.1-405B,,meta-llama,2024-07-23,,https://huggingface.co/meta-llama/Llama-3.1-405B,,,,,,,,,,,,,,,,,,,,,,,recOisJQ9AhmUw58Z,,rec6ChHalhgDSzRNN,rec7Kb0dlps0bAwVq,"rechp4lRfnnkUlMX9,recBt36OsYvimRxTu",recNrDeTdobewAoHU,,,,,,,,,,,,recuGgadfFBqsMZOZ,,,,,,recqQq5QZQFh9wVBf,,,,0,
Yi-9B,,,01-ai,2024-03-01,,https://huggingface.co/01-ai/Yi-9B,,,,,,,,,,,,,,,,,,,,,,,recrHT1sajTQ2TT4C,,rec2uwtoTBL3OG07a,recrn20mUuMopGxXJ,,,,,,,,,,,,,,,,,,,,recqf9Jh0xFM1IXnC,,,,0,
Yi-large,Yi-Large,,,2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,recbChoe3AEIXUMHg,,,,,,,,,,,,,,,,,,,,,,,,0,
falcon-7b,Falcon-7B,,tiiuae,2023-04-24,,https://huggingface.co/tiiuae/falcon-7b,,,,,,,,,,,,,,,,,,,,,,,"recNf0HzKB7GCWezm,reclyVPS1rMuSndsk,recUsvn4nbRtm8w4V,recAFpIJDF6mgmPuv,reczFRmY0w4zEXGr0,recls5hl8NYpOc7i3,recmVOgkewjlqKh8h","recOQTvbSFFnxLVK3,recqHoMWEmZsrbHoX,reckejrbahCqvjrU6","rec0bXWNApugy6PsT,recSntxSuHYG1VyHo,reck2rBf1aBKCdo96,recMpIBB0KkHPY3G4,recBPubyTMjeIazf2","recZxu6DjE1qtZ1S3,recWf7mxbT8We02eo,reci0A7hEp1NCjbaL,recCqMLHKTiaKiBA0,recqBkEih0PUjiHHs,recT6jUES7TrDPOPE,recoziexUycUxDIif","recY8LrwUj1lJj3Zi,recAQgXvN1LyZOMbb","recSAMMSyXiWsKmQM,recq3CUWtharnjJU3,rec432VRSzNpUr2vd,recOKNmFGqwz432S7",,,,,,,"recaVUOlS9XK6d01V,recaRQgaTBxBau6lP,recbtjtAzdu0vswek,recBtj68J3F2ighqz,recgD5lGOM5UcF7h2,recWnPUygvzfdY7Af",,,recnSUBDS2uY8d8BI,"recZ0BDsmFyBaGQ3q,recbAlTSkblYogQHw,rec7MXZRUX9RKaxzq,recPpHF47MVPuGYHh,recl6xPFTAG6JhJz6,recqpN4PPkUHOfuzM","recOqznsYbiFQfhfo,recy3uYhorC17XHuA,recb2fIZ2HfaPbGiN,rec079w7XJrd01GOg,recA3hoQGJKtLCEcS",,,,,,"recx3YFpGEIXLrY5E,recS3RjfIU600rOkX,recP3Y7YbGtlvVoLz,recLxwQkk6elP9rvJ,recTQceLSvuKmSReV,recDO0Z46FYYeRAj8,recIJQRtQygxkLIBx",,,,0,
falcon-40b,Falcon-40B,,tiiuae,2023-03-15,,https://huggingface.co/tiiuae/falcon-40b,,,,,,,,,,,,,,,,,,,,,,,"reciBfJ5AKzP8yAl6,recuz33sIq3QXEcxm,recaRUn4YSr3AcqiP,recya8LRIunACDqxv",recIIgm5W90RnDpyw,"recCsPlKCS5V7sQ3u,recgYrmCHlDlyq9yx,recc4PwFMQbVu2672","recz02AVGuolhygEY,rec3Lgpx99X6l1FYA,recRH4MTY2hMvXK0H,recsdVJaTPLaSRk6Q",recCuhggo9409cVhu,"recSSBi5NOmlpF1Wf,recMXULQHaMWEPQi9,recaRROdzmQnlf6Ri,recr4IlXlA3vTmsO5",,,,,,,"reciN3EJDuJw028OV,reccgFXJBe3qRmPEN,rec0JKU1MVgnyXiaG,recLm39SndNBNiWRp",,,rec7WtVRmVKLEnZmN,"recuQ5Yr1laHCD3E1,recE8phjP9jiZWBfT,recuoAdmvVf1gxS0Y","recRvbbjcqu4tHZUj,recQxJmvpV3eZ20Lc",,,,,,"recJlXiNWhl3fA6kY,recct3WooWBjSgf7i,recyiJ5QhobNkgTh8,recTUiYeh3GLxrG9E",,,,0,
falcon-180B,Falcon-180B,,tiiuae,2023-09-06,,https://huggingface.co/tiiuae/falcon-180B,,,,,,,,,,,,,,,,,,,,,,,recGmteOirEpRk74U,reccJipEIOFHnc7eW,recqDqOI7R6EJDWXm,rec47dDuJMqw0UtNo,,,,,,,,,recifLu8aRHvaMnoy,,,recr1kUAaOEhwPRGb,"rec0s5hZESCO9CSIm,recAGePlElM7Iyr35",recksRN6FGoGt2lU1,,,,,,"recyedY0eMSNaxyzQ,rec7VFstStJ24o6LM",,,,0,
GLaM (MoE),GLaM,,,2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,,"rec2jRUCp1AFzsN31,recSe1QPYCHRdaNts,rece76lEt406di379","recLCaTp5a71NVAdg,recEoJmc12bQ9cfIJ,recKeJAcYdE1fqMp0","reclLFFps8D3lgnnZ,recqVwM8SVe4yfcGZ,recu2bgRPUptWpqiE",,,"recpfngtEfxU1D6zc,rec5nxJnKiiqNIm4u,recMagk4MHW8hCgKS",,,,,,,,,,,,,,,,,,,,,,0,
mpt-7b,MPT-7B,,mosaicml,2023-05-05,,https://huggingface.co/mosaicml/mpt-7b,,,,,,,,,,,,,,,,,,,,,,,"recJnSsj1yJW0DpOz,recTjndtio3wpkQtJ,recjgraDh1VdRw31V","recf1oPTFEEiXW0lC,rec8wCqr8Hi1klVLR,recwkbIifsqHWBylq","recktbU0qGqP0imC6,recIj2gakuqj9fTET,recv1knMvkcKfwZYE","recXxnvP42eSSUf1r,rec6fhu1fu0tDpFCM,recciuLJt00P8UdBH,recThSGOCYopyGBAn,recjktWCt7fCSUqIu,recnP0IxuIUI5wyAV","recnDuyY5Dzi2cIHx,recVOjXMkiQCv2yPt,rechXIS7X6UznLYiO","recxHPOudfnEYsSKo,recF1NDi4Po3tFG0O,recAg3ij56SMsYKCs,rechg030AkzmiWBU4",,,,,,,"recQY9qdqwrrOh82b,recwye183nOXecXAC,rechR9KOVBLbR6gLp,recKiblWkHkeFO7ru",,,"rec2xXtaYsETkAIic,recu9bbbL7HC6GIN7","recHVOcpl5EdpYNHo,recfTRiyofC2FAKWk,recAepoQ1X3IV1zKD,recaiOmdDGH74rhYr","reczbCPMBK72FaE5G,recSmuagktvqatZ8Z,recwVckykBEQi1xoV,recZRYbGGqawjK4fq",,,,,,"recpTlvsgRj6K0TU9,recIwq5o7M0MzTSOQ,rec81EbC7EomkLKBX,recbWNpk3h1b9y7PR",,,,0,
mpt-30b,MPT-30B,,mosaicml,2023-06-22,,https://huggingface.co/mosaicml/mpt-30b,,,,,,,,,,,,,,,,,,,,,,,,rec8lDHmcxKwxjWvp,recT5IXUPTJfXiCp2,"recsvME0N7N3lHCNM,recORhwxKRN3CKT5H",recNa6pWGs4Idzlug,"recZdKly7cWCpB6z4,recJwCErRtLEN58c3,rec1R50MzTdbjFMas,reccDYpXS53UyENQM",,,,,,,"recth8oFuGYbZWmt3,rec6UjNAzgKa4aDoH,recll5gMAvJtlDI4Z",,,,"rectEiEz1royh5rn1,recy4wDNfg4zU5Kfm",recr2NM4gHz5DrPHK,,,,,,receG6c5LTBxKHwK3,,,,0,
falcon-11b,Falcon 2 11B,Falcon 2-11B,mosaicml,2024-05-09,,https://huggingface.co/tiiuae/falcon-11B,,,,,,,,,,,,,,,,,,,,,,,"recsqpRPEKmC1nrEh,recQ4BBxuAOaopnCC,recIC1QoBZPGnA5tT,recag3Lz0AvhGRmS4",,"recXN0upU7mukMw2r,rec07tuBa7aAoZtf3",reca5QOZscaMohhwc,,,,,,,,,recVCko9kWNdH2gNm,,,,,,,,,,,,,,,0,
Inflection-1,Inflection-1,,,2023-06-22,,https://inflection.ai/blog/inflection-1,,,,,,,,,,,,,,,,,,,,,,,,,,rechQVncuCixOKIxc,,,,,,,,,,,,recvjENyQBR54sD6E,recjqB6KY2VD9lRq4,rec82aLV2vuRBCF2f,,,,,,,,,,0,
Baichuan-7B,Baichuan1-7B,,baichuan-inc,2023-06-01,,https://huggingface.co/baichuan-inc/Baichuan-7B,,,,,,,,,,,,,,,,,,,,,,,,,,rechuNXbQCiXvI5bb,recMowz1c7WAeQP0r,,,,,,,,recXedJgypN9E4urq,,,,,recZ5llwYoXPLlK4z,,,,,,,,,,0,
Baichuan-2-7B-Base,Baichuan 2-7B,,baichuan-inc,2023-09-20,,https://huggingface.co/baichuan-inc/Baichuan2-7B-Base,,,,,,,,,,,,,,,,,,,,,,,rec6q2wSPdc9L6x40,,,recL0KmTLb9YnVqAX,"recAPbLpHdl6vjC16,recbMXxc5kgkoMubB",,,,,,,,"rect5qryhROP5cKF1,rec7vTJoXibWJVN3I,recCrNkpJFgDVJ6Tf",,,"recYHhnjZgZIXdZsp,recIy3Bb5HqxiMKfB",recXyZbdJhwQiIzZO,,,,,,,rec9IABwNbrfCP4NR,,,,0,
Baichuan-13B-Base,Baichuan 1-13B,,baichuan-inc,2023-07-11,,https://huggingface.co/baichuan-inc/Baichuan-13B-Base,,,,,,,,,,,,,,,,,,,,,,,,,,recCxbVxrA9fWanQp,recR9iM0H794LUNfw,,,,,,,,rec9UJIdmGpZliFSB,,,,,,,,,,,,,,,0,
Baichuan-2-13B-Base,Baichuan2-13B,,baichuan-inc,2023-09-06,,https://huggingface.co/baichuan-inc/Baichuan2-13B-Base,,,,,,,,,,,,,,,,,,,,,,,recKMHyLo7iHhIm9m,,,"rec2lAAR2TzfQNZIn,recg7CzyJtjHNlw9z","recBTqkLV3YTdBEKl,recmbmOOCOgqxb1g3,recavR8MmJuWQQ4rY",,,,,,,,"recS8XnSp8vwS08Nq,recGqlIrVF6UiDf9Q,reczmqKWq7JkTfpa6,rec0gI6pARuxRMVr5",,,"recNL96PBikW3geVY,recJIddONftE4eWpk",recyIRzjbpg4lwyF3,"recmlOtDLYkLVNRjp,recPOD8pH0jFEUrRY",,,,,,recpRCQEqtiQDGRiB,,,,0,
internlm-20b,,,internlm,2023-09-18,,https://huggingface.co/internlm/internlm-20b,,,,,,,,,,,,,,,,,,,,,,,recKfpodrVZGjl5CL,,,,recnmQ4nbxuvotbeb,,,,,,,,"reccIpxndujtTs3bV,recNoBGJXXooeIWLz,recch1fcHNEU8B7jN",,,"reclSAZPhymLQvV01,recLdEoATQGGlAACE",reczVJsR2mliD98Nl,reccHVW9au1hhKQdJ,,,,,,recAO3NVZ8A3ac9a3,,,,0,
internlm-7b,,,internlm,2023-07-05,,https://huggingface.co/internlm/internlm-7b,,,,,,,,,,,,,,,,,,,,,,,recystu4Gc11FUp5X,,,recCRfqyDW6e5Cxj0,recGLYH2QJ3KDou88,,,,,,,,recWftrwAHnRbFITr,,,"rec7doikBryvY92fX,recHfcdJyV48YnXwf",recHXC9HRaDYhPd1W,rec8tnNTcy4oGb1kc,,,,,,rec1k3Qvpm4E2qFw2,,,,0,
StableBeluga2,Stable Beluga 2,,stabilityai,2023-07-20,,https://huggingface.co/stabilityai/StableBeluga2,,,,,,,,,,,,,,,,,,,,,,,recRGvz0NvjpFvSSH,,,reca4GRikJuwzhgQj,recQpPjUchLLKHnr0,,,,,,,,recyd0ZfeN48NpVc5,,,"recaCNICEk1UnsEbl,rec4vNMLVeNultNFD",recaU8WSEEzPkxd7t,recmTF7ULiFtmEP58,,,,,,reca6kz5FN4kqYoLL,,,,0,
o3-pro-2025-06-10_high,o3-pro,,,2025-06-10,,,recwknvKrFOHaRtr0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recgEreMuMqYTWJuX,,,,recrKJicVBBBp5oLq,,,recBiSN37zILY5R4c,,1,
bloom,BLOOM-176B,,bigscience,2022-07-06,,https://huggingface.co/bigscience/bloom,,,,,,,,,,,,,,,,,,,,,,,recQSVqDaut5Qbuj2,,,,,,,,,,,,recAoaesoiJO7uTlT,,,,recAvnz7EM41lTjc4,,,,,,,,,,,0,
opt-66b,OPT-66B,,facebook,2022-05-03,,https://huggingface.co/facebook/opt-66b,,,,,,,,,,,,,,,,,,,,,,,recevvZp5GvZqnhTY,,,,,,,,,,,,recNXn5TKfIeDBCX1,,,,recoTFyMtUPbNMDlF,,,,,,,,,,,0,
opt-175b,OPT-175B,,,2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,recedbGBvF8R6FFVE,,,,,,,,,,,,rec5Tmjxxco3f4pmV,,,,recdUJtVpunC6bget,,,,,,,,,,,0,
codex-mini-2025-05-16,,,,2025-05-16,,https://openai.com/index/introducing-codex/?utm_source=chatgpt.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recpCwaNamDZITNIF,,,,,,,,,,,recBLorgitaes8FMx,,,,,,,,,1,
claude-opus-4-20250514_8K,Claude Opus 4,,,2025-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec5eQ6jRbh3n8fQc,,,,,,,,,0,
claude-sonnet-4-20250514_8K,Claude Sonnet 4,,,2025-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recd23dJHC8IgD2IC,,,,,,,,,0,
claude-opus-4-20250514_1K,Claude Opus 4,,,2025-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recOlznt9pRz5uq9J,,,,,,,,,0,
o1-2024-12-17_low,o1,o1 (low),,2024-12-17,,https://platform.openai.com/docs/models#o1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recxLLEulVCEVpIcG,,,,,,,,,0,
o1-mini-2024-09-12_low,o1-mini,o1-mini (low),,2024-09-12,,https://platform.openai.com/docs/models#o1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
claude-3-7-sonnet-20250219_1K,Claude 3.7 Sonnet,Claude 3.7 Sonnet (1k thinking),,2025-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec96fPyndWwzLTzI,,,,,,,,,0,
claude-sonnet-4-20250514_1K,Claude Sonnet 4,,,2025-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recs4iQhoJgUrLWrd,,,,,,,,,0,
gemini-2.5-flash-preview-05-20_1K,Gemini 2.5 Flash,,,2025-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recxGd7FrJeq7ZyUy,,,,,,,,,0,
gemini-2.5-flash-preview-05-20_8K,Gemini 2.5 Flash,,,2025-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recy1lONU8pakDYKr,,,,,,,,,0,
gemini-2.5-flash-preview-05-20_16K,Gemini 2.5 Flash,,,2025-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recPvvngATSJ9tzRl,,,,recTOeDgbKEbXih3E,,,,,1,
o3-pro-2025-06-10_low,o3-pro,,,2025-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec2DTU08MgXm0hds,,,,,,,,,0,
o3-pro-2025-06-10_medium,o3-pro,,,2025-06-10,,,,,,,,,,,,,,,,,,,,,,recuo6HwZhOIVNK58,,,,,,,,,,,,,,,,,,,,,reco8WbS3E6S6DSwq,,,,,,,,,1,
o1-pro-2025-03-19_low,o1,,,2025-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recW7rLYsNpIjAlPE,,,,,,rectf7mxxbeNQpRlE,recrBvgUXBi1QVsOp,rec48bJTTdoRYW6Ce,0,
gemini-2.5-pro-preview-06-05_1K,Gemini 2.5 Pro,Gemini 2.5 Pro Preview (Jun 2025),,2025-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recdEFBjW5RECOz15,,,,,,,,,0,
InternVL2_5-78B,InternVL2_5-78B,,OpenGVLab,2024-12-06,,https://huggingface.co/OpenGVLab/InternVL2_5-78B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recttiVwZcyyA09a1,,,,,,,,,,,,,,,,,0,
VideoLLAMA3-7B,,,DAMO-NLP-SG,2024-01-22,,https://huggingface.co/DAMO-NLP-SG/VideoLLaMA3-7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recp8umU5rkUZgRrN,,,,,,,,,,,,,,,,,0,
VideoLLAMA2-7B,,,DAMO-NLP-SG,2024-06-12,,https://huggingface.co/DAMO-NLP-SG/VideoLLaMA2-7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reco3UQ0Kh0ZHWbUs,,,,,,,,,,,,,,,,,0,
InternVL2-40B,InternVL2-40B,,OpenGVLab,2024-07-08,,https://huggingface.co/OpenGVLab/InternVL2-40B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recXqZ2P5EMCNApk5,,,,,,,,,,,,,,,,,0,
Qwen-VL-Chat,,,Qwen,2023-08-20,,https://huggingface.co/Qwen/Qwen-VL-Chat/tree/main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recVxdjuUpSEf1kyV,,,,,,,,,,"recxtuT8rYMP8wp87,recvidEkZ2TJ7PLNe",,,,,,,0,
InternVL-Chat-V1-5,,,OpenGVLab,2024-04-18,,https://huggingface.co/OpenGVLab/InternVL-Chat-V1-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recZYnngnbStc73AO,,,,,,,,,,,,,,,,,0,
Qwen-VL-Max,,,Qwen,2024-01-18,"No longer available on HuggingFace, Github linked instead",https://github.com/QwenLM/Qwen-VL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recick6WPjNRBf1pn,,,,,,,,,,,,,,,,,0,
long-llava-qwen2-7b,,,aws-prototyping,2024-08-30,,https://huggingface.co/aws-prototyping/long-llava-qwen2-7b/commits/main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec8UNeR00oNQulzZ,,,,,,,,,,,,,,,,,0,
LLaVA-Video-72B-Qwen2,,,lmms-lab,2024-09-02,,https://huggingface.co/lmms-lab/LLaVA-Video-72B-Qwen2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec33J119RJErottD,,,,,,,,,,,,,,,,,0,
Oryx-1.5-32B,,,THUdyh,2024-10-22,,https://huggingface.co/THUdyh/Oryx-1.5-32B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recTT20ObJAdT0UBT,,,,,,,,,,,,,,,,,0,
ViLAMP-llava-qwen,,,orange-sk,2025-05-01,,https://huggingface.co/orange-sk/ViLAMP-llava-qwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recLjfSysntta3ETO,,,,,,,,,,,,,,,,,0,
